StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,calibrate_poss_1,calibrate_poss_2,calibrate_norm_1,calibrate_norm_2,check_group_berry,possibility_change,possibility_change_y,possibility_change_n,normativity_fc,normativity_notOkay,normativity_okay,switched_context_fc,switched_context_1,switched_context_2,intervention,intervention_coded,intervention_diff,check_group,check_job,check_task,age,gender,gender_4_TEXT,race,race_15_TEXT,education,ses,debrief_1,debrief_2,debrief_3,condition
3/1/2021 21:54,3/1/2021 22:08,IP Address,73.162.101.34,100,851,TRUE,3/1/2021 22:08,R_2RPyNuCyPOkCWpJ,,,,,37.80430603,-122.2155991,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"
Vawns",No,,For sure no,Not okay,Pretty bad,,Aquafruit farmer,,Maybe aquafruit farmer,"Because of the loss of aquafruit, for any additional groceries that have to be brought in, the Zarpies should be the grocers to handle those.",other,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,40,Male,,East Asian,,"Master's (M.A., M.S.)",Middle class,No.,None.,Making certain social judgement about groups?,cultural
3/1/2021 22:01,3/1/2021 22:09,IP Address,66.216.205.96,100,480,TRUE,3/1/2021 22:09,R_3k5QSyg5bZx2NgZ,,,,,40.04570007,-83.07209778,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,"i would increase the amount of unemployment benefits, so that any vawns will be safe if zarpies take their jobs. This way zarpies wont feel bad about potentially taking jobs away from people.",change wages or value,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,24,Female,,Black or African American,,"Bachelor's (B.A., B.S.)",Middle class,,,,cultural
3/1/2021 22:07,3/1/2021 22:10,IP Address,75.22.103.98,100,218,TRUE,3/1/2021 22:11,R_Y38ngnq4DdGOrQZ,,,,,40.11039734,-83.11309814,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,"Very, very good",Grocer,Maybe grocer,,tell them that being a grocer is a sacred job as well,change group beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,35,Male,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,,perceptions of groups,cultural
3/1/2021 21:50,3/1/2021 22:16,IP Address,172.58.35.167,100,1555,TRUE,3/1/2021 22:16,R_1punCM9iWmZfjbN,,,,,38.58790588,-121.405304,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,For sure no,Okay,,Pretty good,Aquafruit farmer,,For sure aquafruit farmer,I would give the zarpies free groceries to take home every day because of the inconvenience caused to them.,change wages or value,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,43,Female,,"White, Caucasian, or European American",,Some college,Poor,,,,biological
3/1/2021 22:28,3/1/2021 22:31,IP Address,73.1.236.102,100,204,TRUE,3/1/2021 22:31,R_bOhdiiFjDMmVbyN,,,,,27.39370728,-80.31749725,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,I would make the paperwork process much easier for the Zarpies.,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,Some college,Working class,None.,No.,Our thoughts on systemic racism.,structural
3/1/2021 22:31,3/1/2021 22:34,IP Address,47.35.194.33,100,217,TRUE,3/1/2021 22:34,R_27v7qKwC529PKRB,,,,,35.04600525,-81.98100281,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,Offer them more money than they were making as aquafruit farmers,change wages or value,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,45,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,No,Literally no clue,biological
3/1/2021 22:45,3/1/2021 22:51,IP Address,71.91.144.186,100,339,TRUE,3/1/2021 22:51,R_3G1HHbXXgdIzLL5,,,,,30.51159668,-92.39849854,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Aquafruit farmer,,For sure aquafruit farmer,make a spot for them to work and make sure they are paid fairly,change wages or value,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,24,Male,,Black or African American,,High school/GED,Working class,no,none,no idea,structural
3/1/2021 22:48,3/1/2021 22:51,IP Address,74.67.189.254,100,187,TRUE,3/1/2021 22:51,R_2Wv7cx7uKKAdMhR,,,,,43.07809448,-77.33709717,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,A little good,Aquafruit farmer,,For sure aquafruit farmer,I would explain that they need to to help their species ,change group beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,37,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,No,N/A,not sure,cultural
3/1/2021 22:52,3/1/2021 22:56,IP Address,98.36.99.170,100,193,TRUE,3/1/2021 22:56,R_udYD3h4BgjTwItH,,,,,38.48190308,-121.4024048,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,it is less risky and you will be paid properly. ,other,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,43,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,cultural
3/1/2021 23:15,3/1/2021 23:18,IP Address,208.68.246.250,100,193,TRUE,3/1/2021 23:18,R_1ieCCeiLQToloVK,,,,,32.77870178,-96.82170105,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,"Very, very good",Grocer,Maybe grocer,,Eliminate the paperwork that's currently necessary for Zarpies to become grocers.,create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,39,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
3/1/2021 23:38,3/1/2021 23:46,IP Address,184.170.72.121,100,490,TRUE,3/1/2021 23:46,R_0CZfF1HKq422ZCV,,,,,37.33709717,-79.28150177,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,For sure no,Okay,,"Very, very good",Aquafruit farmer,,For sure aquafruit farmer,I would not make it hard for the Zarpies to obtain paperwork to get another job.,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,38,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,No problems encountered.,Everything went well.,I think this study is about thinking of solutions on how to make everybody have the same job opportunities.,structural
3/1/2021 23:55,3/2/2021 0:00,IP Address,98.214.70.215,100,287,TRUE,3/2/2021 0:00,R_0lA9wQ2Iy2Gi6Bj,,,,,40.71220398,-89.62830353,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,"Very, very good",Grocer,Maybe grocer,,"I would offer them a good, living wage. ",change wages or value,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,45,Female,,"White, Caucasian, or European American",,Some college,Working class,No,,,biological
3/2/2021 0:06,3/2/2021 0:09,IP Address,108.12.231.110,100,192,TRUE,3/2/2021 0:09,R_OffNDkPuYS8WHjX,,,,,41.82330322,-71.44100189,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,Pretty good,Grocer,Maybe grocer,,I would immediately start training Zarpies in being grocers while securing another food source.,provide job training to group,Very difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,Some college,Poor,No,No,I think it was about adaption.,structural
3/2/2021 0:44,3/2/2021 0:48,IP Address,173.79.50.5,100,226,TRUE,3/2/2021 0:48,R_3gNMuyrsEMuVaFO,,,,,38.84759521,-77.32810211,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,"I would make sure they have the proper training they need, as they are more suitable for harvesting in the water.",provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,29,Male,,"South or Southeast Asian,East Asian",,"Bachelor's (B.A., B.S.)",Middle class,nope,,,cultural
3/2/2021 0:44,3/2/2021 0:52,IP Address,173.185.205.131,100,508,TRUE,3/2/2021 0:52,R_2fe6KMtzLkR004u,,,,,33.40849304,-94.18190002,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,Implement vocational training to transition them to the grocering.,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,45,Male,,"White, Caucasian, or European American",,Some college,Working class,,,,biological
3/2/2021 0:46,3/2/2021 0:55,IP Address,68.5.169.47,100,535,TRUE,3/2/2021 0:55,R_3MMd25jEJtX0sU0,,,,,33.61239624,-117.6400986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,"Very, very good",Grocer,Maybe grocer,,I would remove the requirement that Zarpies fill out expensive and complex paperwork to be hired as grocers.,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,43,Female,,"White, Caucasian, or European American",,Some college,Middle class,No.,"No, I liked the images between the information and questions.",I'm not sure what it's about.,structural
3/2/2021 0:47,3/2/2021 0:57,IP Address,47.39.9.1,100,586,TRUE,3/2/2021 0:57,R_23Pg4e1bqC5CTKh,,,,,43.21510315,-124.1983948,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,I would ask the Zarpies to be grocers that specialize in finding a source of excellent aquafruit for the grocery store to sell.,other,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,50,Female,,"White, Caucasian, or European American",,"Doctoral (Ph.D., J.D., M.D.)",Middle class,No - just worried about the Zarpies making the necessary adjustments this year.,"No, it was well-written and clear","Maybe you're studying how people make educated guesses, and whether they can recognize when something is actually known versus when it's an assumption.",cultural
3/2/2021 0:53,3/2/2021 0:58,IP Address,24.89.17.181,100,287,TRUE,3/2/2021 0:58,R_2YrMe3NLwSUKMUU,,,,,39.6342926,-77.73370361,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,"Explain to them that the grocery job would be easier, safer, and pay more money.",change group beliefs/culture,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,29,Male,,"White, Caucasian, or European American",,Some college,Working class,,,,biological
3/2/2021 1:47,3/2/2021 1:51,IP Address,74.96.236.145,100,244,TRUE,3/2/2021 1:51,R_24PnO942nR5onwV,,,,,38.88650513,-77.0911026,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Zarpies",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,Provide training for the Zarpies to work as grocers.,provide job training to group,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,34,Male,,Middle Eastern or North African,,"Bachelor's (B.A., B.S.)",Middle class,No,No,Not sure,cultural
3/2/2021 2:12,3/2/2021 2:16,IP Address,75.68.15.198,100,285,TRUE,3/2/2021 2:16,R_1gvlpdw8xq8TcCj,,,,,42.12930298,-72.75219727,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,For sure aquafruit farmer,"I would say that without the job as Grocers, Zarpies will have no way to make ends meet, since they can no longer dive for aquafruit due to the spill. I would say they are very hard workers and they have proven to be valuable. ",other,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,37,Female,,"White, Caucasian, or European American",,Some college,Middle class,No,No ,I’m not entirely sure. Discrimination maybe? ,biological
3/2/2021 3:51,3/2/2021 3:54,IP Address,69.136.249.77,100,185,TRUE,3/2/2021 3:54,R_2uIOmJg6U5Wvyup,,,,,39.47219849,-74.45659637,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,Make it easier for them to get jobs - reduce the paperwork needed.,create more jobs or access to jobs,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,58,Male,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Middle class,no,no it was good,no idea!,structural
3/2/2021 3:51,3/2/2021 3:56,IP Address,154.27.217.230,100,261,TRUE,3/2/2021 3:56,R_1C6XiwHAs7HpSSG,,,,,42.47540283,-73.8219986,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,For sure no,Okay,,Pretty good,Grocer,Maybe grocer,,Change the requirement to less complex paperwork to be hired in other jobs.,create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,27,Male,,"White, Caucasian, or European American",,Less than high school,Working class,,,Understanding how people feel about a group that is the minority having to work with the other majority group.,structural
3/2/2021 3:53,3/2/2021 3:56,IP Address,73.90.197.228,100,175,TRUE,3/2/2021 3:56,R_3PZyr9JvLq8TQu0,,,,,36.35279846,-119.300705,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,A little good,Aquafruit farmer,,Maybe aquafruit farmer,Relate some part of their cultural background to the importance of being a grocer,change group beliefs/culture,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,24,Female,,East Asian,,"Bachelor's (B.A., B.S.)",Middle class,,,,cultural
3/2/2021 3:52,3/2/2021 3:56,IP Address,99.102.143.192,100,194,TRUE,3/2/2021 3:56,R_1Gv102xCvzx9FcM,,,,,33.94610596,-83.41799927,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,Pretty good,Aquafruit farmer,,For sure aquafruit farmer,I would create a sign that said that they should work as grocers and put it outside their homes.,change group beliefs/culture,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,38,Male,,"White, Caucasian, or European American",,"Doctoral (Ph.D., J.D., M.D.)",Middle class,,,,biological
3/2/2021 3:52,3/2/2021 3:57,IP Address,98.110.20.58,100,290,TRUE,3/2/2021 3:57,R_QhJQvzieFglrjuF,,,,,39.37620544,-75.16169739,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,I would make sure they were paid a fair compatible living wage,change wages or value,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,34,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,no,no,Research,biological
3/2/2021 3:57,3/2/2021 3:58,IP Address,147.135.36.175,100,44,TRUE,3/2/2021 3:58,R_1ODzxx9rnGYOVUn,,,,,45.53970337,-122.9637985,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2021 3:55,3/2/2021 3:59,IP Address,199.87.3.10,100,228,TRUE,3/2/2021 3:59,R_2YGsv6xQibI0aqS,,,,,28.01089478,-82.49479675,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Not okay,A little bad,,Aquafruit farmer,,For sure aquafruit farmer,i would allow and make zarpies work as grocers along with the vawns.,other,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,40,Male,,"White, Caucasian, or European American",,Some college,Working class,no,"no, great survey.",perceptions and beliefs of groups of people.,structural
3/2/2021 3:56,3/2/2021 3:59,IP Address,150.198.64.200,100,186,TRUE,3/2/2021 3:59,R_bvVC6uUWffvnULn,,,,,42.50390625,-83.18229675,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"
Vawns",No,,For sure no,Not okay,A little bad,,Aquafruit farmer,,Maybe aquafruit farmer,raise their wage,change wages or value,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,40,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,no,no,I don't know,cultural
3/2/2021 3:54,3/2/2021 4:02,IP Address,24.34.126.240,100,474,TRUE,3/2/2021 4:02,R_xxexZINaP9MMr3H,,,,,41.70829773,-70.22389984,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,explain to them that they have to make a wage in order to eat and survive,other,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,75,Male,,"White, Caucasian, or European American",,Some college,Middle class,no,no,"when you lose your job, what is necessary to survive",biological
3/2/2021 3:53,3/2/2021 4:02,IP Address,73.223.196.37,100,547,TRUE,3/2/2021 4:02,R_3oZ5kV22EJdv3Yg,,,,,37.77029419,-122.4407043,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Grocer,Maybe grocer,,Make it easy and free for Zarpies to appy for other jobs by no longer requiring that they fill out expensive paperworks.,create more jobs or access to jobs,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,35,Male,,East Asian,,"Bachelor's (B.A., B.S.)",Working class,,,,structural
3/2/2021 3:51,3/2/2021 4:03,IP Address,97.94.81.59,100,712,TRUE,3/2/2021 4:03,R_sLlAjCMSUXKdoVH,,,,,43.17720032,-85.24729919,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,"I would help them to set up a stand to sell their aqua fruit, and tell them its okay to change their long time custom.",change group beliefs/culture,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,64,Male,,"White, Caucasian, or European American",,High school/GED,Middle class,no,none,Deciding if its okay for people to change their customs.,cultural
3/2/2021 3:54,3/2/2021 4:04,IP Address,174.215.146.16,100,615,TRUE,3/2/2021 4:04,R_3p9XN8hGBr5cY8j,,,,,33.75740051,-84.42359924,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,For sure no,Not okay,"Very, very bad",,Aquafruit farmer,,Maybe aquafruit farmer,"First off, the government would have to make it illegal for anyone to prevent the Zarpies from being able to work as grocers.",create more jobs or access to jobs,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,42,Non-binary,,"White, Caucasian, or European American",,Some college,Working class,"No, it waa very clear.","If there is any way, make the text box that we type in bigger so it's easier for us to reread what we've written and add to it.",How to get different working classes to work together ,biological
3/2/2021 3:58,3/2/2021 4:05,IP Address,184.63.148.175,100,428,TRUE,3/2/2021 4:05,R_31F4YMfNva1m2QC,,,,,41.00790405,-95.22689819,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,For sure no,Not okay,Pretty bad,,Aquafruit farmer,,Maybe aquafruit farmer,I wouldn't give them government money to survive.,other,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,39,Female,,"White, Caucasian, or European American",,"Master's (M.A., M.S.)",Affluent,no,no,I don't know,structural
3/2/2021 4:12,3/2/2021 4:17,IP Address,24.236.228.93,100,297,TRUE,3/2/2021 4:17,R_r3itXkUwZB8SMdr,,,,,43.03520203,-83.52480316,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,Maybe yes,,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,I would give them a bonus for doing this,change wages or value,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,55,Female,,"White, Caucasian, or European American",,High school/GED,Working class,no,no,nor sure,cultural
3/2/2021 4:25,3/2/2021 4:25,IP Address,67.173.101.65,100,4,TRUE,3/2/2021 4:25,R_1DBYyNIEpLdAUo3,,,,,40.07460022,-88.1690979,anonymous,EN,I do NOT consent to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2021 4:27,3/2/2021 4:32,IP Address,67.240.54.169,100,320,TRUE,3/2/2021 4:32,R_1QfSf8Qy0CoBSzr,,,,,42.72729492,-73.66960144,anonymous,EN,I do consent to participate,Yes,Yes,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,Pretty good,Aquafruit farmer,,Maybe aquafruit farmer,I would make it so the government gives them some money as incentive.,change wages or value,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,32,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Working class,,,,structural
3/2/2021 4:31,3/2/2021 4:35,IP Address,99.61.109.6,100,269,TRUE,3/2/2021 4:35,R_1EjnFdO4ZZEKxGh,,,,,28.57269287,-80.82060242,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,Offer then monetary incentive to work. ,change wages or value,Somewhat difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,37,Male,,"White, Caucasian, or European American",,Some college,Working class,no,,,cultural
3/2/2021 4:33,3/2/2021 4:40,IP Address,69.206.94.117,100,422,TRUE,3/2/2021 4:40,R_6mvvpWKLD6hgdOh,,,,,41.37860107,-74.6690979,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,"Very, very good",Aquafruit farmer,,Maybe aquafruit farmer,Send the Zarpies to grocery worker's training for two days.,provide job training to group,Very easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,72,Female,,"White, Caucasian, or European American",,Some college,Middle class,No,No,achieving a measure of balance about work,biological
3/2/2021 6:52,3/2/2021 6:55,IP Address,73.164.30.81,100,220,TRUE,3/2/2021 6:55,R_1opXZnQRGnIZEAN,,,,,45.16650391,-93.32150269,anonymous,EN,I do consent to participate,Yes,No,Okay,Okay,"
Vawns",Yes,For sure yes,,Okay,,Pretty good,Aquafruit farmer,,For sure aquafruit farmer,bring them to the grocer and show them around while inviting them to work there,other,Very difficult,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,39,Female,,"White, Caucasian, or European American",,High school/GED,Working class,no,I can't think of any,how people perceive others when there are issues that cause them to cancel their working,cultural
3/2/2021 15:15,3/2/2021 15:29,IP Address,66.31.48.108,100,822,TRUE,3/2/2021 15:29,R_1Hcp7kM2dpyeHn0,,,,,42.41499329,-71.05269623,anonymous,EN,I do consent to participate,Yes,No,Not okay,Okay,"
Vawns",No,,Maybe no,Okay,,Pretty good,Aquafruit farmer,,For sure aquafruit farmer,Limit the amount of work as aqua farmer and give them incentives to become grocers,change wages or value,Somewhat easy,"Zarpies,Vawns","Aquafruit farmer,Grocer",Learning about Zarpies and answering questions about them,29,Female,,"White, Caucasian, or European American",,"Bachelor's (B.A., B.S.)",Middle class,,,,structural
